timestamp,frame_time_ms,memory_bytes,memory_mb,throughput_msg_sec,cache_hit_rate,avg_hop_count,messages_sent
6.003,14.285,1054195712,1005.36,999.93,0.0000,0.00,6023
6.016,13.002,1054195712,1005.36,999.93,0.0000,0.00,6036
6.030,13.993,1054195712,1005.36,999.93,0.0000,0.00,6050
6.043,13.038,1054195712,1005.36,1000.21,0.0000,0.00,6063
6.056,12.962,1054195712,1005.36,1000.21,0.0000,0.00,6076
6.070,13.730,1054195712,1005.36,1000.21,0.0000,0.00,6090
6.084,13.543,1054195712,1005.36,1000.21,0.0000,0.00,6103
6.098,14.020,1054195712,1005.36,1000.21,0.0000,0.00,6117
6.112,14.396,1054195712,1005.36,1000.21,0.0000,0.00,6132
6.126,13.474,1054195712,1005.36,1000.21,0.0000,0.00,6145
6.141,15.733,1054195712,1005.36,1000.21,0.0000,0.00,6161
6.156,14.977,1054195712,1005.36,1000.21,0.0000,0.00,6176
6.170,14.045,1054195712,1005.36,1000.21,0.0000,0.00,6190
6.184,13.586,1054195712,1005.36,1000.21,0.0000,0.00,6203
6.199,15.075,1054195712,1005.36,1000.21,0.0000,0.00,6218
6.214,14.622,1054195712,1005.36,1000.21,0.0000,0.00,6233
6.230,16.402,1054195712,1005.36,1000.21,0.0000,0.00,6249
6.243,13.441,1054195712,1005.36,1000.21,0.0000,0.00,6263
6.258,15.002,1054195712,1005.36,1000.21,0.0000,0.00,6278
6.272,13.756,1054195712,1005.36,1000.21,0.0000,0.00,6292
6.287,14.436,1054195712,1005.36,1000.21,0.0000,0.00,6306
6.300,13.862,1054195712,1005.36,1000.21,0.0000,0.00,6320
6.313,12.738,1054195712,1005.36,1000.21,0.0000,0.00,6333
6.326,13.190,1054195712,1005.36,1000.21,0.0000,0.00,6346
6.340,13.607,1054195712,1005.36,1000.21,0.0000,0.00,6360
6.355,15.170,1054195712,1005.36,1000.21,0.0000,0.00,6375
6.369,13.426,1054195712,1005.36,1000.21,0.0000,0.00,6388
6.384,15.201,1054195712,1005.36,1000.21,0.0000,0.00,6403
6.399,14.733,1054195712,1005.36,1000.21,0.0000,0.00,6418
6.413,14.018,1054195712,1005.36,1000.21,0.0000,0.00,6432
6.426,13.708,1054195712,1005.36,1000.21,0.0000,0.00,6446
6.441,14.427,1054195712,1005.36,1000.21,0.0000,0.00,6460
6.455,14.231,1054195712,1005.36,1000.21,0.0000,0.00,6474
6.469,14.357,1054195712,1005.36,1000.21,0.0000,0.00,6489
6.484,15.153,1054195712,1005.36,1000.21,0.0000,0.00,6504
6.499,14.270,1054195712,1005.36,1000.21,0.0000,0.00,6518
6.512,13.461,1054195712,1005.36,1000.21,0.0000,0.00,6532
6.525,13.306,1054195712,1005.36,1000.21,0.0000,0.00,6545
6.539,13.298,1054195712,1005.36,1000.21,0.0000,0.00,6558
6.554,14.798,1054195712,1005.36,1000.21,0.0000,0.00,6573
6.567,13.816,1054195712,1005.36,1000.21,0.0000,0.00,6587
6.587,19.391,1054195712,1005.36,1000.21,0.0000,0.00,6606
6.602,15.411,1054195712,1005.36,1000.21,0.0000,0.00,6622
6.615,13.282,1054195712,1005.36,1000.21,0.0000,0.00,6635
6.629,13.714,1054195712,1005.36,1000.21,0.0000,0.00,6649
6.644,14.994,1054195712,1005.36,1000.21,0.0000,0.00,6664
6.657,13.244,1054195712,1005.36,1000.21,0.0000,0.00,6677
6.672,14.253,1054195712,1005.36,1000.21,0.0000,0.00,6691
6.685,13.395,1054195712,1005.36,1000.21,0.0000,0.00,6705
6.699,14.334,1054195712,1005.36,1000.21,0.0000,0.00,6719
6.712,12.648,1054195712,1005.36,1000.21,0.0000,0.00,6732
6.725,13.007,1073541120,1023.81,1000.21,0.0000,0.00,6745
6.739,13.559,1073541120,1023.81,1000.21,0.0000,0.00,6758
6.752,12.974,1073541120,1023.81,1000.21,0.0000,0.00,6771
6.766,13.909,1073541120,1023.81,1000.21,0.0000,0.00,6785
6.779,13.879,1073541120,1023.81,1000.21,0.0000,0.00,6799
6.793,13.821,1073541120,1023.81,1000.21,0.0000,0.00,6813
6.807,13.760,1073541120,1023.81,1000.21,0.0000,0.00,6826
6.821,13.573,1073541120,1023.81,1000.21,0.0000,0.00,6840
6.835,14.276,1073541120,1023.81,1000.21,0.0000,0.00,6854
6.848,12.924,1073541120,1023.81,1000.21,0.0000,0.00,6867
6.862,13.859,1073541120,1023.81,1000.21,0.0000,0.00,6881
6.876,13.980,1073541120,1023.81,1000.21,0.0000,0.00,6895
6.889,13.290,1073541120,1023.81,1000.21,0.0000,0.00,6908
6.903,13.707,1073541120,1023.81,1000.21,0.0000,0.00,6922
6.918,15.876,1073541120,1023.81,1000.21,0.0000,0.00,6938
6.934,15.294,1073541120,1023.81,1000.21,0.0000,0.00,6953
6.947,13.344,1073541120,1023.81,1000.21,0.0000,0.00,6967
6.960,12.937,1073541120,1023.81,1000.21,0.0000,0.00,6980
6.973,13.326,1073541120,1023.81,1000.21,0.0000,0.00,6993
6.987,13.484,1073541120,1023.81,1000.21,0.0000,0.00,7006
7.001,14.259,1073541120,1023.81,1000.21,0.0000,0.00,7021
7.015,13.856,1073541120,1023.81,1000.21,0.0000,0.00,7034
7.028,13.521,1073541120,1023.81,1000.21,0.0000,0.00,7048
7.042,13.094,1073541120,1023.81,1000.21,0.0000,0.00,7061
7.055,12.947,1073541120,1023.81,999.91,0.0000,0.00,7074
7.068,13.039,1073541120,1023.81,999.91,0.0000,0.00,7087
7.081,13.068,1073541120,1023.81,999.91,0.0000,0.00,7100
7.094,13.839,1073541120,1023.81,999.91,0.0000,0.00,7114
7.108,13.362,1073541120,1023.81,999.91,0.0000,0.00,7127
7.121,13.194,1073541120,1023.81,999.91,0.0000,0.00,7141
7.134,13.429,1073541120,1023.81,999.91,0.0000,0.00,7154
7.149,14.055,1073541120,1023.81,999.91,0.0000,0.00,7168
7.166,17.937,1073541120,1023.81,999.91,0.0000,0.00,7186
7.180,13.806,1073541120,1023.81,999.91,0.0000,0.00,7200
7.194,13.503,1073541120,1023.81,999.91,0.0000,0.00,7213
7.208,13.834,1073541120,1023.81,999.91,0.0000,0.00,7227
7.222,14.368,1073541120,1023.81,999.91,0.0000,0.00,7241
7.236,14.199,1073541120,1023.81,999.91,0.0000,0.00,7256
7.250,13.403,1073541120,1023.81,999.91,0.0000,0.00,7269
7.263,13.386,1073541120,1023.81,999.91,0.0000,0.00,7282
7.277,14.205,1073541120,1023.81,999.91,0.0000,0.00,7297
7.293,16.004,1073541120,1023.81,999.91,0.0000,0.00,7313
7.307,14.025,1073541120,1023.81,999.91,0.0000,0.00,7327
7.321,13.927,1073541120,1023.81,999.91,0.0000,0.00,7341
7.335,13.420,1073541120,1023.81,999.91,0.0000,0.00,7354
7.349,14.384,1073541120,1023.81,999.91,0.0000,0.00,7368
7.362,12.970,1073541120,1023.81,999.91,0.0000,0.00,7381
7.376,14.300,1073541120,1023.81,999.91,0.0000,0.00,7396
7.391,15.322,1073541120,1023.81,999.91,0.0000,0.00,7411
7.406,14.797,1073541120,1023.81,999.91,0.0000,0.00,7426
7.421,14.321,1073541120,1023.81,999.91,0.0000,0.00,7440
7.436,15.138,1073541120,1023.81,999.91,0.0000,0.00,7455
7.449,13.583,1073541120,1023.81,999.91,0.0000,0.00,7469
7.465,15.210,1073541120,1023.81,999.91,0.0000,0.00,7484
7.480,15.747,1073541120,1023.81,999.91,0.0000,0.00,7500
7.495,14.482,1073541120,1023.81,999.91,0.0000,0.00,7514
7.828,333.333,1073541120,1023.81,999.91,0.0000,0.00,7848
7.864,35.826,1073541120,1023.81,999.91,0.0000,0.00,7883
7.890,25.914,1073541120,1023.81,999.91,0.0000,0.00,7909
7.920,30.335,1073541120,1023.81,999.91,0.0000,0.00,7940
7.948,27.962,911351808,869.13,999.91,0.0000,0.00,7968
7.993,44.868,911351808,869.13,999.91,0.0000,0.00,8013
8.015,22.319,911351808,869.13,999.91,0.0000,0.00,8035
8.035,19.954,911351808,869.13,999.91,0.0000,0.00,8055
8.050,14.582,911351808,869.13,999.91,0.0000,0.00,8069
8.066,15.684,911351808,869.13,999.97,0.0000,0.00,8085
8.086,20.293,911351808,869.13,999.97,0.0000,0.00,8105
8.102,15.908,911351808,869.13,999.97,0.0000,0.00,8121
8.116,14.378,911351808,869.13,999.97,0.0000,0.00,8136
8.130,13.910,911351808,869.13,999.97,0.0000,0.00,8150
8.147,16.988,911351808,869.13,999.97,0.0000,0.00,8167
8.162,14.842,911351808,869.13,999.97,0.0000,0.00,8181
8.177,15.002,911351808,869.13,999.97,0.0000,0.00,8196
8.192,14.646,911351808,869.13,999.97,0.0000,0.00,8211
8.206,14.926,911351808,869.13,999.97,0.0000,0.00,8226
8.228,21.163,911351808,869.13,999.97,0.0000,0.00,8247
8.242,14.761,911351808,869.13,999.97,0.0000,0.00,8262
8.257,14.641,911351808,869.13,999.97,0.0000,0.00,8277
8.271,14.249,911351808,869.13,999.97,0.0000,0.00,8291
8.294,23.179,911351808,869.13,999.97,0.0000,0.00,8314
8.311,16.142,911351808,869.13,999.97,0.0000,0.00,8330
8.325,14.429,911351808,869.13,999.97,0.0000,0.00,8345
8.339,14.122,911351808,869.13,999.97,0.0000,0.00,8359
8.354,14.777,911351808,869.13,999.97,0.0000,0.00,8373
8.368,14.346,911351808,869.13,999.97,0.0000,0.00,8388
8.382,14.201,911351808,869.13,999.97,0.0000,0.00,8402
8.397,14.417,911351808,869.13,999.97,0.0000,0.00,8416
8.411,14.471,911351808,869.13,999.97,0.0000,0.00,8431
8.426,14.513,911351808,869.13,999.97,0.0000,0.00,8445
8.443,16.960,911351808,869.13,999.97,0.0000,0.00,8462
8.457,14.054,911351808,869.13,999.97,0.0000,0.00,8476
8.472,15.003,911351808,869.13,999.97,0.0000,0.00,8491
8.485,13.272,911351808,869.13,999.97,0.0000,0.00,8505
8.499,14.333,911351808,869.13,999.97,0.0000,0.00,8519
8.514,14.475,911351808,869.13,999.97,0.0000,0.00,8533
8.529,15.144,911351808,869.13,999.97,0.0000,0.00,8549
8.543,14.015,911351808,869.13,999.97,0.0000,0.00,8563
8.557,14.192,911351808,869.13,999.97,0.0000,0.00,8577
8.571,13.949,911351808,869.13,999.97,0.0000,0.00,8591
8.585,13.682,911351808,869.13,999.97,0.0000,0.00,8604
8.599,13.571,911351808,869.13,999.97,0.0000,0.00,8618
8.613,14.459,911351808,869.13,999.97,0.0000,0.00,8632
8.627,14.492,911351808,869.13,999.97,0.0000,0.00,8647
8.642,14.537,911351808,869.13,999.97,0.0000,0.00,8661
