timestamp,frame_time_ms,memory_bytes,memory_mb,throughput_msg_sec,cache_hit_rate,avg_hop_count,messages_sent,routing_table_ms,mminvoke_ms,routing_table_percent,routing_invocations
20.765,4.954,1124773888,1072.67,499.67,0.0000,0.00,10392,0.000,0.000,0.00,0
20.770,5.031,1124773888,1072.67,499.67,0.0000,0.00,10395,0.000,0.000,0.00,0
20.775,4.504,1124773888,1072.67,499.67,0.0000,0.00,10397,0.000,0.000,0.00,0
20.779,3.900,1124773888,1072.67,499.67,0.0000,0.00,10399,0.000,0.000,0.00,0
20.783,4.158,1124773888,1072.67,499.67,0.0000,0.00,10401,0.000,0.000,0.00,0
20.786,3.195,1124773888,1072.67,499.67,0.0000,0.00,10403,0.000,0.000,0.00,0
20.790,3.486,1124773888,1072.67,499.67,0.0000,0.00,10404,0.000,0.000,0.00,0
20.793,3.328,1124773888,1072.67,499.67,0.0000,0.00,10406,0.000,0.000,0.00,0
20.796,3.076,1124773888,1072.67,499.67,0.0000,0.00,10408,0.000,0.000,0.00,0
20.799,3.123,1124773888,1072.67,499.67,0.0000,0.00,10409,0.000,0.000,0.00,0
20.803,3.413,1124773888,1072.67,499.67,0.0000,0.00,10411,0.000,0.000,0.00,0
20.807,4.235,1124773888,1072.67,499.67,0.0000,0.00,10413,0.000,0.000,0.00,0
20.811,4.445,1124773888,1072.67,499.67,0.0000,0.00,10415,0.000,0.000,0.00,0
20.816,4.866,1124773888,1072.67,499.67,0.0000,0.00,10418,0.000,0.000,0.00,0
20.822,5.691,1124773888,1072.67,499.67,0.0000,0.00,10420,0.000,0.000,0.00,0
20.826,4.133,1124773888,1072.67,499.67,0.0000,0.00,10423,0.000,0.000,0.00,0
20.830,3.724,1124773888,1072.67,499.67,0.0000,0.00,10424,0.000,0.000,0.00,0
20.835,5.530,1124773888,1072.67,499.67,0.0000,0.00,10427,0.000,0.000,0.00,0
20.841,5.292,1124773888,1072.67,499.67,0.0000,0.00,10430,0.000,0.000,0.00,0
20.844,3.880,1124773888,1072.67,499.67,0.0000,0.00,10432,0.000,0.000,0.00,0
20.848,3.433,1124773888,1072.67,499.67,0.0000,0.00,10433,0.000,0.000,0.00,0
20.853,4.693,1124773888,1072.67,499.67,0.0000,0.00,10436,0.000,0.000,0.00,0
20.857,4.727,1124773888,1072.67,499.67,0.0000,0.00,10438,0.000,0.000,0.00,0
20.861,3.755,1124773888,1072.67,499.67,0.0000,0.00,10440,0.000,0.000,0.00,0
20.865,4.290,1124773888,1072.67,499.67,0.0000,0.00,10442,0.000,0.000,0.00,0
20.869,3.160,1124773888,1072.67,499.67,0.0000,0.00,10444,0.000,0.000,0.00,0
20.872,3.881,1124773888,1072.67,499.67,0.0000,0.00,10446,0.000,0.000,0.00,0
20.876,3.913,1124773888,1072.67,499.67,0.0000,0.00,10448,0.000,0.000,0.00,0
20.880,3.744,1124773888,1072.67,499.67,0.0000,0.00,10450,0.000,0.000,0.00,0
20.885,4.580,1124773888,1072.67,499.67,0.0000,0.00,10452,0.000,0.000,0.00,0
20.888,3.066,1124773888,1072.67,499.67,0.0000,0.00,10453,0.000,0.000,0.00,0
20.891,3.518,1124773888,1072.67,499.67,0.0000,0.00,10455,0.000,0.000,0.00,0
20.894,3.256,1124773888,1072.67,499.67,0.0000,0.00,10457,0.000,0.000,0.00,0
20.898,3.718,1124773888,1072.67,499.67,0.0000,0.00,10459,0.000,0.000,0.00,0
20.902,4.082,1124773888,1072.67,499.67,0.0000,0.00,10461,0.000,0.000,0.00,0
20.905,2.877,1124773888,1072.67,499.67,0.0000,0.00,10462,0.000,0.000,0.00,0
20.908,3.169,1124773888,1072.67,499.67,0.0000,0.00,10464,0.000,0.000,0.00,0
20.913,4.390,1124773888,1072.67,499.67,0.0000,0.00,10466,0.000,0.000,0.00,0
20.916,3.443,1124773888,1072.67,499.67,0.0000,0.00,10468,0.000,0.000,0.00,0
20.919,3.295,1124773888,1072.67,499.67,0.0000,0.00,10469,0.000,0.000,0.00,0
20.924,4.265,1124773888,1072.67,499.67,0.0000,0.00,10471,0.000,0.000,0.00,0
20.931,7.449,1124773888,1072.67,499.67,0.0000,0.00,10475,0.000,0.000,0.00,0
20.935,4.152,1124773888,1072.67,499.67,0.0000,0.00,10477,0.000,0.000,0.00,0
20.939,3.641,1127882752,1075.63,499.67,0.0000,0.00,10479,0.000,0.000,0.00,0
20.943,4.012,1127882752,1075.63,499.67,0.0000,0.00,10481,0.000,0.000,0.00,0
20.947,3.660,1127882752,1075.63,499.67,0.0000,0.00,10483,0.000,0.000,0.00,0
20.950,3.168,1127882752,1075.63,499.67,0.0000,0.00,10484,0.000,0.000,0.00,0
20.954,4.097,1127882752,1075.63,499.67,0.0000,0.00,10486,0.000,0.000,0.00,0
20.961,6.747,1127882752,1075.63,499.67,0.0000,0.00,10490,0.000,0.000,0.00,0
20.964,3.620,1127882752,1075.63,499.67,0.0000,0.00,10492,0.000,0.000,0.00,0
20.967,3.216,1127882752,1075.63,499.67,0.0000,0.00,10493,0.000,0.000,0.00,0
20.972,4.484,1127882752,1075.63,499.67,0.0000,0.00,10495,0.000,0.000,0.00,0
20.976,3.572,1127882752,1075.63,499.67,0.0000,0.00,10497,0.000,0.000,0.00,0
20.981,5.456,1127882752,1075.63,499.67,0.0000,0.00,10500,0.000,0.000,0.00,0
20.986,4.664,1127882752,1075.63,499.67,0.0000,0.00,10502,0.000,0.000,0.00,0
20.990,3.978,1127882752,1075.63,499.67,0.0000,0.00,10504,0.000,0.000,0.00,0
20.994,4.846,1127882752,1075.63,499.67,0.0000,0.00,10507,0.000,0.000,0.00,0
20.999,4.604,1127882752,1075.63,499.67,0.0000,0.00,10509,0.000,0.000,0.00,0
21.002,3.149,1127882752,1075.63,499.67,0.0000,0.00,10511,0.000,0.000,0.00,0
21.007,4.769,1127882752,1075.63,499.67,0.0000,0.00,10513,0.000,0.000,0.00,0
21.011,4.149,1127882752,1075.63,499.67,0.0000,0.00,10515,0.000,0.000,0.00,0
21.014,3.214,1127882752,1075.63,499.67,0.0000,0.00,10517,0.000,0.000,0.00,0
21.018,3.458,1127882752,1075.63,499.67,0.0000,0.00,10518,0.000,0.000,0.00,0
21.021,3.260,1127882752,1075.63,499.67,0.0000,0.00,10520,0.000,0.000,0.00,0
21.026,4.798,1127882752,1075.63,499.67,0.0000,0.00,10522,0.000,0.000,0.00,0
21.032,6.219,1127882752,1075.63,499.67,0.0000,0.00,10526,0.000,0.000,0.00,0
21.036,3.617,1127882752,1075.63,499.67,0.0000,0.00,10527,0.000,0.000,0.00,0
21.039,3.387,1127882752,1075.63,499.67,0.0000,0.00,10529,0.000,0.000,0.00,0
21.043,3.493,1127882752,1075.63,499.67,0.0000,0.00,10531,0.000,0.000,0.00,0
21.046,3.031,1127882752,1075.63,499.67,0.0000,0.00,10532,0.000,0.000,0.00,0
21.048,2.829,1127882752,1075.63,499.67,0.0000,0.00,10534,0.000,0.000,0.00,0
21.053,4.067,1127882752,1075.63,499.67,0.0000,0.00,10536,0.000,0.000,0.00,0
21.056,3.667,1127882752,1075.63,499.67,0.0000,0.00,10538,0.000,0.000,0.00,0
21.059,3.152,1127882752,1075.63,499.67,0.0000,0.00,10539,0.000,0.000,0.00,0
21.062,3.134,1127882752,1075.63,499.67,0.0000,0.00,10541,0.000,0.000,0.00,0
21.066,3.530,1127882752,1075.63,499.64,0.0000,0.00,10542,0.000,0.000,0.00,0
21.070,3.520,1127882752,1075.63,499.64,0.0000,0.00,10544,0.000,0.000,0.00,0
21.074,4.047,1127882752,1075.63,499.64,0.0000,0.00,10546,0.000,0.000,0.00,0
21.077,3.730,1127882752,1075.63,499.64,0.0000,0.00,10548,0.000,0.000,0.00,0
21.081,3.552,1127882752,1075.63,499.64,0.0000,0.00,10550,0.000,0.000,0.00,0
21.086,5.145,1127882752,1075.63,499.64,0.0000,0.00,10552,0.000,0.000,0.00,0
21.090,4.365,1127882752,1075.63,499.64,0.0000,0.00,10555,0.000,0.000,0.00,0
21.095,4.774,1127882752,1075.63,499.64,0.0000,0.00,10557,0.000,0.000,0.00,0
21.100,4.628,1127882752,1075.63,499.64,0.0000,0.00,10559,0.000,0.000,0.00,0
21.104,4.029,1127882752,1075.63,499.64,0.0000,0.00,10561,0.000,0.000,0.00,0
21.107,3.421,1127882752,1075.63,499.64,0.0000,0.00,10563,0.000,0.000,0.00,0
21.111,3.982,1127882752,1075.63,499.64,0.0000,0.00,10565,0.000,0.000,0.00,0
21.115,3.653,1127882752,1075.63,499.64,0.0000,0.00,10567,0.000,0.000,0.00,0
21.118,2.929,1127882752,1075.63,499.64,0.0000,0.00,10568,0.000,0.000,0.00,0
21.121,2.746,1127882752,1075.63,499.64,0.0000,0.00,10570,0.000,0.000,0.00,0
21.124,3.112,1127882752,1075.63,499.64,0.0000,0.00,10571,0.000,0.000,0.00,0
21.127,3.300,1127882752,1075.63,499.64,0.0000,0.00,10573,0.000,0.000,0.00,0
21.131,4.434,1127882752,1075.63,499.64,0.0000,0.00,10575,0.000,0.000,0.00,0
21.135,3.227,1127882752,1075.63,499.64,0.0000,0.00,10577,0.000,0.000,0.00,0
21.139,4.268,1127882752,1075.63,499.64,0.0000,0.00,10579,0.000,0.000,0.00,0
21.142,3.017,1127882752,1075.63,499.64,0.0000,0.00,10580,0.000,0.000,0.00,0
21.145,3.300,1127882752,1075.63,499.64,0.0000,0.00,10582,0.000,0.000,0.00,0
21.149,3.540,1127882752,1075.63,499.64,0.0000,0.00,10584,0.000,0.000,0.00,0
21.152,3.618,1127882752,1075.63,499.64,0.0000,0.00,10586,0.000,0.000,0.00,0
21.155,3.160,1127882752,1075.63,499.64,0.0000,0.00,10587,0.000,0.000,0.00,0
21.159,3.145,1127882752,1075.63,499.64,0.0000,0.00,10589,0.000,0.000,0.00,0
21.162,3.526,1127882752,1075.63,499.64,0.0000,0.00,10591,0.000,0.000,0.00,0
21.166,3.612,1127882752,1075.63,499.64,0.0000,0.00,10592,0.000,0.000,0.00,0
21.169,3.350,1130889216,1078.50,499.64,0.0000,0.00,10594,0.000,0.000,0.00,0
21.174,4.422,1130889216,1078.50,499.64,0.0000,0.00,10596,0.000,0.000,0.00,0
21.177,3.702,1130889216,1078.50,499.64,0.0000,0.00,10598,0.000,0.000,0.00,0
21.181,3.316,1130889216,1078.50,499.64,0.0000,0.00,10600,0.000,0.000,0.00,0
21.184,3.570,1130889216,1078.50,499.64,0.0000,0.00,10602,0.000,0.000,0.00,0
21.187,3.286,1130889216,1078.50,499.64,0.0000,0.00,10603,0.000,0.000,0.00,0
21.192,4.420,1130889216,1078.50,499.64,0.0000,0.00,10605,0.000,0.000,0.00,0
21.197,5.521,1130889216,1078.50,499.64,0.0000,0.00,10608,0.000,0.000,0.00,0
21.203,5.244,1130889216,1078.50,499.64,0.0000,0.00,10611,0.000,0.000,0.00,0
21.207,4.110,1130889216,1078.50,499.64,0.0000,0.00,10613,0.000,0.000,0.00,0
21.212,5.676,1130889216,1078.50,499.64,0.0000,0.00,10616,0.000,0.000,0.00,0
21.218,5.726,1130889216,1078.50,499.64,0.0000,0.00,10619,0.000,0.000,0.00,0
21.223,4.883,1130889216,1078.50,499.64,0.0000,0.00,10621,0.000,0.000,0.00,0
21.229,5.804,1130889216,1078.50,499.64,0.0000,0.00,10624,0.000,0.000,0.00,0
21.232,3.424,1130889216,1078.50,499.64,0.0000,0.00,10626,0.000,0.000,0.00,0
21.236,3.645,1130889216,1078.50,499.64,0.0000,0.00,10627,0.000,0.000,0.00,0
21.240,4.555,1130889216,1078.50,499.64,0.0000,0.00,10630,0.000,0.000,0.00,0
21.244,4.049,1130889216,1078.50,499.64,0.0000,0.00,10632,0.000,0.000,0.00,0
21.249,4.702,1130889216,1078.50,499.64,0.0000,0.00,10634,0.000,0.000,0.00,0
21.255,5.334,1130889216,1078.50,499.64,0.0000,0.00,10637,0.000,0.000,0.00,0
21.259,4.731,1130889216,1078.50,499.64,0.0000,0.00,10639,0.000,0.000,0.00,0
21.263,4.150,1130889216,1078.50,499.64,0.0000,0.00,10641,0.000,0.000,0.00,0
21.268,5.042,1130889216,1078.50,499.64,0.0000,0.00,10644,0.000,0.000,0.00,0
21.272,3.891,1130889216,1078.50,499.64,0.0000,0.00,10646,0.000,0.000,0.00,0
21.277,4.602,1130889216,1078.50,499.64,0.0000,0.00,10648,0.000,0.000,0.00,0
21.281,3.904,1130889216,1078.50,499.64,0.0000,0.00,10650,0.000,0.000,0.00,0
21.285,4.106,1130889216,1078.50,499.64,0.0000,0.00,10652,0.000,0.000,0.00,0
21.290,5.396,1130889216,1078.50,499.64,0.0000,0.00,10655,0.000,0.000,0.00,0
21.295,4.414,1130889216,1078.50,499.64,0.0000,0.00,10657,0.000,0.000,0.00,0
21.299,4.643,1130889216,1078.50,499.64,0.0000,0.00,10659,0.000,0.000,0.00,0
21.304,5.010,1130889216,1078.50,499.64,0.0000,0.00,10662,0.000,0.000,0.00,0
21.311,6.308,1130889216,1078.50,499.64,0.0000,0.00,10665,0.000,0.000,0.00,0
21.317,6.099,1130889216,1078.50,499.64,0.0000,0.00,10668,0.000,0.000,0.00,0
21.322,5.490,1130889216,1078.50,499.64,0.0000,0.00,10671,0.000,0.000,0.00,0
21.328,5.593,1130889216,1078.50,499.64,0.0000,0.00,10673,0.000,0.000,0.00,0
21.335,7.136,1130889216,1078.50,499.64,0.0000,0.00,10677,0.000,0.000,0.00,0
21.342,6.743,1130889216,1078.50,499.64,0.0000,0.00,10680,0.000,0.000,0.00,0
21.348,6.391,1130889216,1078.50,499.64,0.0000,0.00,10684,0.000,0.000,0.00,0
21.354,5.745,1130889216,1078.50,499.64,0.0000,0.00,10686,0.000,0.000,0.00,0
21.359,4.827,1130889216,1078.50,499.64,0.0000,0.00,10689,0.000,0.000,0.00,0
21.363,4.080,1130889216,1078.50,499.64,0.0000,0.00,10691,0.000,0.000,0.00,0
21.368,4.812,1130889216,1078.50,499.64,0.0000,0.00,10693,0.000,0.000,0.00,0
21.373,5.226,1130889216,1078.50,499.64,0.0000,0.00,10696,0.000,0.000,0.00,0
21.378,5.435,1130889216,1078.50,499.64,0.0000,0.00,10699,0.000,0.000,0.00,0
21.382,4.063,1130889216,1078.50,499.64,0.0000,0.00,10701,0.000,0.000,0.00,0
21.387,5.096,1130889216,1078.50,499.64,0.0000,0.00,10703,0.000,0.000,0.00,0
21.393,5.833,1130889216,1078.50,499.64,0.0000,0.00,10706,0.000,0.000,0.00,0
21.398,5.104,1130889216,1078.50,499.64,0.0000,0.00,10709,0.000,0.000,0.00,0
21.403,4.426,1130889216,1078.50,499.64,0.0000,0.00,10711,0.000,0.000,0.00,0
21.407,4.568,1130889216,1078.50,499.64,0.0000,0.00,10713,0.000,0.000,0.00,0
21.412,4.758,1130889216,1078.50,499.64,0.0000,0.00,10716,0.000,0.000,0.00,0
21.417,5.171,1130889216,1078.50,499.64,0.0000,0.00,10718,0.000,0.000,0.00,0
21.421,3.919,1130889216,1078.50,499.64,0.0000,0.00,10720,0.000,0.000,0.00,0
21.427,5.485,1130889216,1078.50,499.64,0.0000,0.00,10723,0.000,0.000,0.00,0
21.432,5.620,1130889216,1078.50,499.64,0.0000,0.00,10726,0.000,0.000,0.00,0
21.438,5.771,1130889216,1078.50,499.64,0.0000,0.00,10729,0.000,0.000,0.00,0
21.444,6.173,1130889216,1078.50,499.64,0.0000,0.00,10732,0.000,0.000,0.00,0
21.451,6.268,1130889216,1078.50,499.64,0.0000,0.00,10735,0.000,0.000,0.00,0
21.456,5.852,1130889216,1078.50,499.64,0.0000,0.00,10738,0.000,0.000,0.00,0
21.463,6.812,1130889216,1078.50,499.64,0.0000,0.00,10741,0.000,0.000,0.00,0
21.471,7.380,1134362624,1081.81,499.64,0.0000,0.00,10745,0.000,0.000,0.00,0
21.476,5.487,1134362624,1081.81,499.64,0.0000,0.00,10748,0.000,0.000,0.00,0
21.480,4.019,1134362624,1081.81,499.64,0.0000,0.00,10750,0.000,0.000,0.00,0
21.484,3.659,1134362624,1081.81,499.64,0.0000,0.00,10751,0.000,0.000,0.00,0
21.488,3.918,1134362624,1081.81,499.64,0.0000,0.00,10753,0.000,0.000,0.00,0
21.492,4.515,1134362624,1081.81,499.64,0.0000,0.00,10756,0.000,0.000,0.00,0
21.496,4.199,1134362624,1081.81,499.64,0.0000,0.00,10758,0.000,0.000,0.00,0
21.502,5.800,1134362624,1081.81,499.64,0.0000,0.00,10761,0.000,0.000,0.00,0
21.507,4.627,1134362624,1081.81,499.64,0.0000,0.00,10763,0.000,0.000,0.00,0
21.512,5.640,1134362624,1081.81,499.64,0.0000,0.00,10766,0.000,0.000,0.00,0
21.519,6.847,1134362624,1081.81,499.64,0.0000,0.00,10769,0.000,0.000,0.00,0
21.528,8.578,1134362624,1081.81,499.64,0.0000,0.00,10773,0.000,0.000,0.00,0
21.535,6.657,1134362624,1081.81,499.64,0.0000,0.00,10777,0.000,0.000,0.00,0
21.541,6.747,1134362624,1081.81,499.64,0.0000,0.00,10780,0.000,0.000,0.00,0
21.549,7.870,1134362624,1081.81,499.64,0.0000,0.00,10784,0.000,0.000,0.00,0
21.556,6.545,1134362624,1081.81,499.64,0.0000,0.00,10787,0.000,0.000,0.00,0
21.561,5.553,1134362624,1081.81,499.64,0.0000,0.00,10790,0.000,0.000,0.00,0
21.566,5.137,1134362624,1081.81,499.64,0.0000,0.00,10793,0.000,0.000,0.00,0
21.571,4.478,1134362624,1081.81,499.64,0.0000,0.00,10795,0.000,0.000,0.00,0
21.576,4.855,1134362624,1081.81,499.64,0.0000,0.00,10797,0.000,0.000,0.00,0
21.580,4.500,1134362624,1081.81,499.64,0.0000,0.00,10800,0.000,0.000,0.00,0
21.585,4.815,1134362624,1081.81,499.64,0.0000,0.00,10802,0.000,0.000,0.00,0
21.589,4.065,1134362624,1081.81,499.64,0.0000,0.00,10804,0.000,0.000,0.00,0
21.594,5.066,1134362624,1081.81,499.64,0.0000,0.00,10807,0.000,0.000,0.00,0
21.600,6.124,1134362624,1081.81,499.64,0.0000,0.00,10810,0.000,0.000,0.00,0
21.608,7.284,1134362624,1081.81,499.64,0.0000,0.00,10813,0.000,0.000,0.00,0
21.616,8.394,1134362624,1081.81,499.64,0.0000,0.00,10817,0.000,0.000,0.00,0
21.623,7.154,1134362624,1081.81,499.64,0.0000,0.00,10821,0.000,0.000,0.00,0
21.630,6.548,1134362624,1081.81,499.64,0.0000,0.00,10824,0.000,0.000,0.00,0
21.638,8.191,1134362624,1081.81,499.64,0.0000,0.00,10828,0.000,0.000,0.00,0
21.646,7.770,1134362624,1081.81,499.64,0.0000,0.00,10832,0.000,0.000,0.00,0
21.655,8.972,1134362624,1081.81,499.64,0.0000,0.00,10837,0.000,0.000,0.00,0
21.661,6.100,1134362624,1081.81,499.64,0.0000,0.00,10840,0.000,0.000,0.00,0
